,time,x,y,goalx,goaly,yaw,steer,throttle
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-3.9973105837721588,8.230692930076284,-9.3,7.8,-2.1736023773959023,-0.7094901789001972,0.7
2,0.0,-4.043572972471239,8.203520580903415,-9.3,7.8,-2.179097758315624,-0.7086287408097361,0.7
3,0.0,-4.085709515082599,8.173658869208783,-9.3,7.8,-2.1859576732289345,-0.7071776521437362,0.7
4,0.0,-4.130941727459717,8.135554392764098,-9.3,7.8,-2.1970957144098597,-0.7035971374714565,0.7
5,0.0,-4.158177121697017,8.128256075692377,-9.3,7.8,-2.205082464216938,-0.6979399116724163,0.7
6,0.0,-4.191644705778914,8.114777175585678,-9.3,7.8,-2.212425695893447,-0.6938210094045767,0.7
7,0.0,-4.233776504095529,8.102040574097675,-9.3,7.8,-2.2186824762437953,-0.6904427083216949,0.7
8,0.0,-4.293576023830327,8.097696639889856,-9.3,7.8,-2.2257541556559746,-0.6848109763702686,0.7
9,0.0,-4.355901900481337,8.087262040355734,-9.3,7.8,-2.23289660883343,-0.6801946869281428,0.7
10,0.0,-4.421655135673577,8.074644232170252,-9.3,7.8,-2.23919827978802,-0.6767050582778289,0.7
11,0.0,-4.494267215512962,8.060191784206342,-9.3,7.8,-2.245679017473642,-0.6732536659975437,0.7
12,0.0,-4.5856166744185,8.050091298170377,-9.3,7.8,-2.2548045684685665,-0.6667481287661579,0.7
13,0.0,-4.652801710426231,8.041846243472413,-9.3,7.8,-2.262276917880804,-0.6614658355651173,0.7
14,0.0,-4.701334537314511,8.024288742584224,-9.3,7.8,-2.2701588254786875,-0.6579709624010469,0.7
15,0.0,-4.743159579287598,8.00269218267707,-9.3,7.8,-2.2781048830187527,-0.6550506583127891,0.7
16,0.0,-4.7996638181256,7.989272825585716,-9.3,7.8,-2.2874490004349215,-0.649363124811861,0.7
17,0.0,-4.865718742662228,7.982891533359152,-9.3,7.8,-2.296891212866793,-0.642323246165447,0.7
18,0.0,-4.935156729433223,7.97457483640172,-9.3,7.8,-2.305541634512006,-0.636548896561093,0.7
19,0.0,-5.00779140385777,7.965459308687515,-9.3,7.8,-2.315633275052666,-0.6294283388394216,0.7
20,0.0,-5.119840115024205,7.943729265973603,-9.3,7.8,-2.329230287322767,-0.622231903298906,0.7
21,0.0,-5.201222722652985,7.923473875512315,-9.3,7.8,-2.336938211189557,-0.6194468487242337,0.7
22,0.0,-5.246626971964478,7.916167249053325,-9.3,7.8,-2.340395791855254,-0.6178368730871401,0.7
23,0.0,-5.379948274871035,7.894912194844344,-9.3,7.8,-2.3513363341068505,-0.6127341312539457,0.7
24,0.0,-5.4651678571334,7.885523614281066,-9.3,7.8,-2.357521806936941,-0.6091715260986578,0.7
25,0.0,-5.538472103417605,7.871430083765075,-9.3,7.8,-2.3630710517553704,-0.6075804177837527,0.7
26,0.0,-5.592365882415927,7.848269038923902,-9.3,7.8,-2.3692396607131827,-0.6074117765663252,0.7
27,0.0,-5.696892012097863,7.838459832001054,-9.3,7.8,-2.3766464017095763,-0.6032489472267298,0.7
28,0.0,-5.767152058850544,7.836078791032425,-9.3,7.8,-2.3818451509670626,-0.5993825736941094,0.7
29,0.0,-5.838551298445578,7.834082377804071,-9.3,7.8,-2.3868072557057456,-0.5956705897171136,0.7
30,0.0,-5.9047085529479615,7.831852858312446,-9.3,7.8,-2.39152767140475,-0.592638238720337,0.7
31,0.0,-5.952455651284353,7.816282867687664,-9.3,7.8,-2.395999076423135,-0.5925669528649627,0.7
32,0.0,-6.000306042443447,7.801282054925901,-9.3,7.8,-2.400760758728531,-0.592347616445055,0.7
33,0.0,-6.047919070513779,7.788070017931819,-9.3,7.8,-2.405565598285158,-0.591725165960997,0.7
